# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/home/gsdeol/dev/mouse-analysis/data/reference/mm9/genes.gtf" "-o" "/home/gsdeol/dev/mouse-analysis/results/counts/featureCounts_raw.txt" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-s" "2" "-T" "8" "/home/gsdeol/dev/mouse-analysis/results/align/H23-142_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-143_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-144_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-145_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-146_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-147_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-148_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-149_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-150_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-151_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-152_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-153_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/gsdeol/dev/mouse-analysis/results/align/H23-142_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-143_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-144_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-145_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-146_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-147_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-148_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-149_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-150_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-151_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-152_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-153_Aligned.sortedByCoord.out.bam
ENSMUSG00000024238	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	5591858;5591870;5591889;5591910;5593532;5593600;5594201;5594371;5603742;5641380;5641380;5641380;5641739;5705041;5705041;5705041;5705041;5705041;5705041;5748692;5748692;5748692;5748692;5758963;5758963;5758963;5758963;5758963;5761326;5761326;5761326;5761326;5766219;5766219;5766219;5766219;5770382;5772427	5591965;5591965;5591965;5591965;5593917;5593917;5594470;5594470;5604081;5641516;5641457;5641516;5642871;5705241;5705241;5705241;5705241;5706882;5705241;5748853;5748853;5748853;5748853;5759165;5759055;5759165;5759165;5759165;5761431;5761431;5761431;5761431;5767740;5766568;5766531;5768023;5770562;5775465	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9712	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093585	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	5591870;5591872;5591889;5593306;5593600;5593859;5594201;5594371;5641380;5641380;5705041;5705041;5705041;5705041;5705041;5705041;5731079;5745648;5745648;5748692;5748692;5748692;5748692;5758963;5758963;5758963;5758963;5761326;5761326;5761326;5766219;5766219;5766390;5770382;5770382;5772427;5772427	5591965;5591965;5591965;5593917;5593917;5593917;5594470;5594470;5641516;5641457;5705245;5705245;5705230;5705230;5706882;5705241;5731184;5745698;5745698;5748853;5748853;5748853;5748853;5759182;5759165;5759165;5759165;5761431;5761431;5761431;5766914;5768023;5768023;5770562;5770562;5772802;5775741	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8903	1	2	1	5	7	3	6	7	3	3	5	1
ENSMUSG00000093717	18;18;18	5603742;5641380;5641739	5604081;5641516;5642871	+;+;+	1610	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090078	18	5611556	5611834	-	279	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080543	18	5614471	5614581	+	111	0	0	0	0	2	0	0	1	1	0	0	0
ENSMUSG00000041225	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	6024446;6025221;6026300;6027573;6027573;6027573;6027958;6027958;6027958;6028192;6028192;6028192;6031728;6031728;6031728;6033139;6033139;6033139;6034448;6034448;6034448;6037016;6037016;6037016;6039352;6039352;6039352;6049275;6049275;6049275;6052860;6052860;6052860;6056977;6057515;6057515;6061845;6061845;6061845;6064339;6064339;6065703;6065703;6069829;6069829;6111683;6111683;6115812;6115812;6135802;6135802	6026728;6026728;6026728;6027675;6027675;6027675;6028092;6028092;6028092;6028269;6028269;6028269;6031826;6031826;6031826;6033255;6033255;6033255;6034550;6034550;6034550;6037114;6037114;6037114;6039453;6039453;6039453;6049356;6049356;6049356;6052921;6052921;6052921;6056991;6057589;6057589;6061970;6061937;6061970;6064419;6064419;6065843;6065843;6070089;6070089;6112437;6112437;6115848;6115848;6136096;6136096	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5049	870	848	934	964	820	872	797	878	830	814	905	970
ENSMUSG00000006740	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	6201000;6203087;6208185;6208185;6208998;6208998;6210698;6210698;6211022;6211190;6212515;6212515;6213185;6213185;6213391;6213391;6213444;6213968;6213968;6214510;6214510;6214510;6214567;6216221;6216221;6216221;6216739;6216739;6216739;6220222;6220222;6220222;6220800;6220800;6220800;6220858;6222717;6222717;6222717;6222717;6223544;6223544;6223544;6223969;6223969;6223969;6225316;6225316;6225595;6225595;6225766;6225766;6226380;6226380;6226862;6226862;6227586;6227586;6234813;6234813;6240980;6240980;6241312;6241354;6242071	6203705;6203705;6208333;6208333;6209214;6209214;6211250;6210802;6211093;6211250;6212616;6212616;6213294;6213294;6213452;6213452;6214085;6214085;6214085;6214698;6214538;6214698;6214698;6216364;6216364;6216364;6216945;6216945;6216945;6220290;6220290;6220290;6220993;6220993;6220993;6220993;6223036;6222865;6222865;6222865;6223689;6223689;6223689;6224073;6224027;6224073;6225440;6225440;6225682;6225682;6225821;6225821;6226428;6226428;6226966;6226966;6227659;6227659;6234900;6234900;6241139;6241521;6241781;6241468;6242172	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7395	6347	6084	6549	6700	6523	5869	5465	5487	6096	5559	6453	6000
ENSMUSG00000091165	18;18	6213911;6227211	6214052;6227322	+;+	254	0	0	0	0	0	0	0	0	2	0	1	1
ENSMUSG00000073640	18	6332588	6333062	+	475	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000024240	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	6435949;6435951;6439590;6439590;6439590;6440047;6440047;6440047;6441120;6441120;6441120;6441800;6448903;6448903;6450067;6450067;6450295;6450295;6450464;6450464;6452231;6452231;6453507;6453507;6454185;6454185;6455187;6455187;6462830;6462830;6489158;6490461;6490461;6515863	6437305;6437305;6439953;6439953;6439953;6440188;6440188;6440188;6441241;6441241;6441241;6441892;6449255;6449255;6450215;6450215;6450384;6450384;6450637;6450637;6452390;6452390;6453655;6453655;6454391;6454391;6455332;6455332;6462989;6462989;6489328;6490854;6490854;6516106	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4475	1356	1352	1477	1406	1354	1147	1224	1178	1248	1190	1365	1358
ENSMUSG00000084514	18	6490562	6490644	-	83	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039540	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	6603627;6603631;6619305;6619305;6620102;6620102;6623464;6623952;6626321;6626321;6629479;6629479;6630051;6630051;6635813;6635813;6638597;6638597	6603674;6603674;6619408;6619408;6620243;6620243;6623522;6624051;6626529;6626529;6629689;6629689;6630163;6630163;6635942;6635942;6638964;6638964	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1484	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073639	18;18;18;18;18;18;18	6765198;6770052;6778493;6783118;6784568;6784937;6788478	6765330;6770107;6778554;6783190;6784686;6785003;6790320	+;+;+;+;+;+;+	2353	2992	2960	3169	3223	3100	3010	2744	2746	3009	2977	3230	3135
ENSMUSG00000093506	18;18;18	6910457;6929498;6936419	6910631;6929600;6936619	-;-;-	479	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000061013	18;18;18;18;18;18;18;18;18;18;18;18	6934998;6937166;6992036;6992776;7000591;7000634;7002302;7002355;7002355;7003443;7004620;7004620	6937052;6937199;6992371;6992932;7000750;7000750;7002621;7002621;7002621;7003780;7004724;7004712	-;-;-;-;-;-;-;-;-;-;-;-	3505	10	7	7	7	6	10	9	6	7	7	8	15
ENSMUSG00000061802	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	7088231;7127210;7129397;7181732;7211397;7214567;7216933;7217746;7222544;7223528;7264999;7266881;7268398;7273157;7285345;7285684;7286659;7288482;7294386;7296949;7297878	7088565;7127431;7129585;7181846;7211639;7214721;7217043;7217988;7222753;7223674;7265146;7266979;7268585;7273273;7285481;7285790;7286845;7288639;7294622;7297055;7297899	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3477	97	113	111	181	108	168	109	117	94	117	165	142
ENSMUSG00000057440	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	7347960;7353152;7355016;7356140;7379987;7403184;7429282;7430259;7430393;7439567;7439567;7440081;7440081;7440430;7440430;7441551;7441551;7442791;7442791;7443972;7443972;7458930;7458930;7461636;7461636;7512942;7512942;7561724;7561724;7626731;7626731	7351142;7353295;7355124;7356233;7380067;7403354;7429322;7430270;7430413;7439631;7439631;7440277;7440277;7440504;7440504;7441636;7441636;7442872;7442872;7444103;7444103;7459010;7459010;7461713;7461713;7513060;7513060;7561870;7561870;7626861;7626861	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5049	642	642	624	541	681	589	396	559	456	566	568	643
ENSMUSG00000062196	18	7581514	7581921	+	408	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064822	18	7835175	7835281	+	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024283	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	7868830;7868843;7868848;7869064;7869194;7869195;7869239;7869491;7869499;7869528;7869714;7869735;7869989;7869989;7869989;7869989;7869989;7869989;7869989;7869989;7869989;7869989;7869989;7871529;7871529;7871529;7871547;7871547;7871547;7871547;7871547;7871547;7871547;7871547;7871547;7871710;7901494;7901494;7901494;7901494;7901494;7901494;7901494;7901494;7901494;7901494;7905398;7905398;7905398;7905398;7905398;7905398;7905398;7905398;7905398;7905398;7905473;7905930;7905930;7905930;7905930;7905930;7905930;7905930;7905930;7905930;7905930;7910514;7910514;7910514;7910514;7910514;7910514;7910599;7910617;7916029;7916050;7916050;7916050;7916050;7916050;7916050;7916050;7916050;7916050;7916050;7917551;7917551;7917551;7917560;7917560;7917563;7917563;7917631;7917637;7918431;7918431;7918431;7918431;7918431;7918431;7918431;7918431;7918431;7920130;7920130;7920130;7920130;7920130;7920130;7920130;7920130;7921420;7921420;7921420;7921420;7921420;7921420;7921423;7921423;7921854;7921854;7921854;7921854;7921854;7921854;7921854;7926068;7926068;7926068;7926068;7926068;7926068;7973503	7869089;7869089;7869089;7869089;7869457;7869613;7869613;7869613;7869575;7869613;7869887;7870025;7870025;7870025;7870025;7870025;7870025;7870025;7870025;7870025;7870025;7870025;7870025;7871742;7871611;7871686;7871742;7871742;7871742;7871788;7871742;7871742;7871742;7871742;7871742;7871742;7901600;7901600;7901600;7901600;7901600;7901600;7901600;7901600;7901600;7901600;7905490;7905513;7905513;7905513;7905513;7905513;7905513;7905513;7905513;7905513;7905513;7906042;7906042;7906042;7906042;7906042;7906042;7906042;7906042;7906042;7906042;7910822;7910650;7910822;7910822;7910822;7910822;7910822;7910822;7916289;7916385;7916295;7916282;7916089;7916295;7916295;7916295;7916295;7916295;7916295;7917673;7917673;7917673;7917673;7917673;7917673;7917673;7917673;7917673;7918579;7918501;7918579;7918579;7918579;7918579;7918579;7918579;7918579;7920248;7920248;7920248;7920248;7920248;7920248;7920248;7920248;7921488;7921606;7921606;7921606;7921606;7921606;7921606;7921606;7921981;7921981;7921981;7921981;7921981;7921981;7921981;7926137;7927517;7929026;7926137;7927065;7926503;7973545	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5962	2100	2009	2226	2192	2094	1945	1952	1974	2034	1957	2291	2108
ENSMUSG00000091019	18	7932780	7933512	+	733	1	1	0	1	0	0	3	0	2	0	0	0
ENSMUSG00000092097	18	8694075	8694539	+	465	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000093342	18	8698251	8698354	-	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036904	18	9212854	9216199	+	3346	175	193	211	253	193	236	155	236	183	221	228	250
ENSMUSG00000036855	18;18	9278605;9282553	9281010;9282807	-;-	2661	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000024286	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	9314042;9314042;9319407;9319407;9332782;9332782;9345192;9345192;9345412;9345412;9349386;9349386;9353405;9353405;9377792;9377792;9386733;9449516;9449516	9316670;9316670;9319569;9319569;9332948;9332948;9345311;9345311;9345469;9345469;9349421;9349421;9353505;9353505;9377826;9377826;9386807;9450148;9450148	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4017	2474	2471	2789	2912	2399	2299	2161	2479	2459	2416	2694	3103
ENSMUSG00000088996	18	9614312	9614437	+	126	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050996	18;18	9615522;9618554	9615845;9619476	-;-	1247	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036103	18;18;18;18;18;18;18;18;18;18	9707646;9720919;9840237;9846785;9848102;9858544;9859836;9866742;9874787;9876986	9707757;9720969;9840359;9846883;9849148;9859032;9859972;9866851;9874932;9877993	+;+;+;+;+;+;+;+;+;+	3322	1430	1536	1954	2131	1696	2046	1524	2126	1598	1768	2185	1960
ENSMUSG00000091285	18	9726195	9726668	-	474	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089054	18	9763158	9763260	-	103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092816	18	9827024	9827117	-	94	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092039	18	9916893	9917753	+	861	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024287	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	9958178;9959096;9959253;9960484;9962371;9963261;9963821;9968749;9970253;9975597;9977845;9984432;9986287;9986551;9986689;9987068;9987597;9989689;9992126;9992830;9993319	9958244;9959169;9959313;9960550;9962489;9963309;9963916;9968831;9970326;9975705;9977976;9984532;9986353;9986601;9986759;9987163;9987662;9989772;9992273;9992905;9995482	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3855	917	1017	1039	916	1045	953	833	828	912	895	992	864
ENSMUSG00000047879	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	9995430;9995592;9996898;9997171;9997171;9997715;9997715;9997715;10000493;10000493;10000493;10001769;10001769;10001782;10002366;10002366;10002366;10004894;10004894;10004894;10005628;10005628;10005628;10007765;10007765;10007765;10009351;10009950;10009950;10011999;10012211;10012211;10012211;10016539;10016539;10016539;10016539;10017989;10017989;10021702;10022816;10022816;10022816;10024149;10024532;10024532;10024532;10024532;10029911;10029911;10029911;10029911;10044927	9996246;9996246;9997278;9997278;9997278;9997772;9997772;9997772;10000530;10000621;10000621;10001861;10001861;10001861;10002431;10002431;10002431;10005008;10005008;10005008;10005713;10005713;10005713;10008406;10007845;10007845;10010080;10010080;10010080;10012269;10012269;10012269;10012269;10016923;10016642;10016642;10016642;10018093;10018093;10022848;10022848;10022848;10022848;10024677;10024677;10024677;10024677;10024677;10030020;10030079;10030065;10030139;10045117	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5974	1341	1370	1242	1270	1362	1174	1184	1151	1222	1133	1280	1156
ENSMUSG00000024290	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	10064399;10067469;10070217;10070620;10072830;10073113;10079113;10080349;10083120;10084316;10090811;10092127;10093906;10095411;10097481;10099255;10100920;10104072;10104416;10106320;10112342;10116772;10119883;10122607;10129303;10131528;10132126;10134414;10136094;10140174;10140786;10150233;10181223	10066049;10067676;10070478;10070698;10072918;10073183;10079272;10080537;10083208;10084409;10090976;10092221;10093975;10095595;10097641;10099405;10101026;10104318;10104507;10106455;10112390;10116860;10119943;10122766;10129394;10131666;10132270;10134498;10136269;10140311;10140886;10150314;10181790	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6187	4323	4058	4713	4476	4598	3957	3674	3756	4084	3697	4312	4152
ENSMUSG00000065941	18	10150975	10151138	-	164	0	0	1	0	0	1	0	1	1	0	0	0
ENSMUSG00000042942	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	10325175;10325177;10449928;10449928;10458220;10458220;10458223;10458576;10458576;10458576;10469340;10469340;10469340;10474217;10474217;10474217;10476664;10476664;10476664;10498949;10498949;10498949;10499882;10499882;10499882;10500939;10500939;10503156;10503156;10509081;10509395;10510626;10510626;10510626;10510703;10511327;10511327;10511327;10511327;10515192;10515192;10515192;10515192;10522086;10522086;10523205;10523205;10523205;10529574;10529574;10529574;10532793;10532793;10532793;10537062;10537062;10537062;10538130;10538130;10538130;10541641;10541641;10542341;10542341;10544445;10544445;10544867;10544867;10547008;10547008;10547279;10547279;10553701;10553701;10553784;10554822;10554822;10555884;10555884;10557238;10557377;10558784;10558784;10560318	10325287;10325287;10450034;10450034;10458379;10458379;10458379;10458773;10458773;10458773;10469516;10469516;10469516;10474393;10474393;10474393;10476786;10476786;10476786;10499065;10499065;10499065;10500001;10500001;10502410;10501076;10501076;10503341;10503341;10509407;10509407;10510754;10510754;10510754;10510754;10511461;10511461;10511461;10511461;10515389;10515500;10515389;10515389;10522266;10522266;10523397;10523397;10523397;10529704;10529704;10529704;10533132;10533132;10533132;10537177;10537177;10537177;10538374;10538287;10538374;10542188;10542188;10542443;10542443;10544600;10544600;10545006;10545006;10547169;10547169;10547483;10547483;10553702;10553866;10553866;10555049;10555049;10556025;10556025;10557438;10557438;10558835;10558922;10562932	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10798	20	15	23	19	17	21	11	21	22	12	20	30
ENSMUSG00000071868	18	10482680	10483544	-	865	1	1	3	2	0	1	5	1	0	0	0	2
ENSMUSG00000084693	18	10551287	10551404	-	118	0	2	0	1	0	1	1	0	0	0	0	0
ENSMUSG00000024293	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	10566510;10566600;10566609;10566617;10566617;10566628;10571953;10571953;10571953;10571953;10571953;10571953;10574873;10574873;10574873;10574873;10574873;10574873;10576999;10576999;10576999;10576999;10576999;10576999;10577636;10577647;10582053;10582053;10582053;10582053;10582053;10582053;10582053;10584246;10584246;10584246;10584246;10584246;10584246;10584246;10585976;10585976;10585976;10585976;10585976;10585976;10585976;10588437;10588437;10588437;10588437;10588437;10593744;10593744;10593744;10595674;10595674;10595674;10596337;10596337;10596337;10596337;10596337;10610024;10610024;10610024;10610024;10610024	10567644;10567644;10567644;10567644;10567644;10567644;10572140;10572140;10572140;10572140;10572140;10572140;10575016;10575016;10575016;10575016;10575016;10575016;10577088;10577088;10577088;10577088;10577088;10577088;10577757;10577757;10582184;10582184;10582184;10582184;10582184;10582184;10582184;10584360;10584360;10584360;10584360;10584360;10584360;10584360;10586039;10586039;10586039;10586039;10586039;10586039;10586039;10588548;10588548;10588548;10588548;10588548;10595873;10595873;10594053;10595873;10595873;10595752;10596439;10596439;10596439;10596439;10596439;10610350;10610107;10610350;10610107;10610127	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4662	786	744	817	756	744	692	732	663	698	685	741	767
ENSMUSG00000002477	18;18;18;18	10617794;10623629;10626824;10627792	10617924;10623705;10627015;10628228	+;+;+;+	837	529	600	427	478	575	473	481	446	498	525	489	438
ENSMUSG00000002475	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	10644409;10644411;10644411;10644411;10647724;10647724;10647724;10647724;10647968;10647968;10647968;10647968;10652186;10652186;10652186;10652186;10658778;10658778;10658778;10658778;10682067;10682067;10682067;10704546;10704546;10704546;10705999;10705999;10705999;10706528;10706528;10706528	10645233;10645233;10645179;10645221;10647889;10647889;10647889;10647889;10648016;10648016;10648016;10648016;10652359;10652359;10652359;10652359;10658787;10658890;10658890;10658890;10682112;10682112;10682112;10704728;10704728;10704728;10706162;10706162;10706162;10706694;10706711;10706769	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1962	74	74	92	116	81	122	94	88	71	72	113	110
ENSMUSG00000084832	18;18;18	10706858;10710510;10711678	10708202;10710564;10711830	+;+;+	1553	1	0	0	0	0	0	0	0	1	0	2	0
ENSMUSG00000024294	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	10725546;10725653;10725742;10726228;10740981;10740981;10740981;10743267;10743267;10743267;10747354;10747354;10747354;10749321;10749321;10749321;10751821;10751821;10751821;10755502;10755502;10755502;10760802;10760802;10760807;10763187;10763187;10763187;10768122;10768122;10768122;10775527;10775527;10775527;10778147;10778147;10778147;10792893;10792893;10792893;10794476;10794476;10794476;10795688;10795688;10795688;10798350;10798350;10798350;10798363;10800054;10800054;10800054;10800054;10802259;10802259;10802259;10802259;10804685;10804685;10804685;10804685;10808032;10808032;10808032;10808032;10811983;10811983;10811983;10811983;10815734;10817817	10726531;10725723;10726531;10726531;10741152;10741152;10741152;10743396;10743396;10743396;10747458;10747458;10747458;10749387;10749387;10749387;10752025;10752025;10752025;10755697;10755685;10755685;10760946;10760946;10760946;10763320;10763320;10763320;10768229;10768229;10768229;10775724;10775724;10775724;10778298;10778298;10778298;10793025;10793025;10793025;10794562;10794562;10794562;10795849;10795849;10795849;10798531;10798531;10798531;10798531;10800246;10800246;10800246;10800246;10802337;10802337;10802337;10802337;10804798;10804798;10804798;10804798;10808132;10808132;10808132;10808132;10812154;10812154;10812172;10818576;10817626;10818702	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10369	3532	3282	3332	3469	3468	3262	2932	3294	3075	3011	3344	3577
ENSMUSG00000087816	18	10757534	10757655	+	122	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000065399	18	10782897	10782983	-	87	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080662	18	10785444	10785565	+	122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087274	18;18;18;18;18;18	11049085;11049929;11050622;11051256;11051256;11052473	11050819;11050254;11050819;11051366;11051487;11052565	-;-;-;-;-;-	2060	22	16	31	50	29	27	21	31	24	22	33	30
